LABELS
SEPARATOR COMMA
DATA
#NODE_ID,LABEL
1_NarI,Root | 1046724.KB889897_gene3336
621_NarI,Nocardioides sp. JQ2195 | tr|A0A6H1A124|A0A6H1A124_9ACTN
622_NarI,Nocardioides sp. JS614 | 196162.Noca_1349
623_NarI,Nocardioides sp. LMS-CY | tr|A0A8E8UQT5|A0A8E8UQT5_9ACTN
624_NarI,Nocardioides sp. MAH-18 | tr|A0A6L6XTC5|A0A6L6XTC5_9ACTN
625_NarI,Nocardioides sp. S5 | tr|A0A8A1BIJ8|A0A8A1BIJ8_9ACTN
626_NarI,Nocardioides sp. dk3543 | tr|A0A4U2YT49|A0A4U2YT49_9ACTN
627_NarI,Nocardioides sp. zg-1228 | tr|A0A897J610|A0A897J610_9ACTN
628_NarI,Nocardioides sp. zg-536 | tr|A0A8E5WBN8|A0A8E5WBN8_9ACTN
629_NarI,Propionibacteriaceae | tr|A0A255GCR9|A0A255GCR9_9ACTN
630_NarI,Acidipropionibacterium acidipropionici ATCC 4875 | 1171373.PACID_02730
631_NarI,Aestuariimicrobium kwangyangense DSM 21549 | 1120954.ATXE01000001_gene1853
632_NarI,Arachnia propionica F0230a | 767029.HMPREF9154_0790
633_NarI,Arachnia propionica | tr|A0A3P1T285|A0A3P1T285_9ACTN
634_NarI,Arachnia propionica | tr|A0A3P1WXJ0|A0A3P1WXJ0_9ACTN
635_NarI,Arachnia rubra | tr|A0A8B2EB73|A0A8B2EB73_9ACTN
636_NarI,Brevilactibacter coleopterorum | tr|A0A6G7Y881|A0A6G7Y881_9ACTN
637_NarI,Brevilactibacter flavus | tr|A0A4Q2ELE6|A0A4Q2ELE6_9ACTN
638_NarI,Brevilactibacter sinopodophylli | tr|A0A4Q9KHJ4|A0A4Q9KHJ4_9ACTN
639_NarI,Cutibacterium acnes KPA171202 | 267747.PPA0507
640_NarI,Cutibacterium modestum HL037PA2 | 765123.HMPREF9621_02172
641_NarI,[Propionibacterium] namnetense SK182B-JCVI | 1051006.HMPREF1162_0739
642_NarI,Microlunatus phosphovorus NM-1 | 1032480.MLP_46670
643_NarI,Microlunatus sp. Gsoil 973 | tr|A0A6I5VKE3|A0A6I5VKE3_9ACTN
644_NarI,Microlunatus sp. KUDC0627 | tr|A0A516Q099|A0A516Q099_9ACTN
645_NarI,Microlunatus sp. KUDC0627 | tr|A0A516Q4B4|A0A516Q4B4_9ACTN
646_NarI,Propionibacterium acidifaciens DSM 21887 | 1122994.AUFR01000011_gene1985
647_NarI,Propionibacterium australiense | tr|A0A383S7I4|A0A383S7I4_9ACTN
648_NarI,Propionibacterium freudenreichii | tr|A0A068VXR1|A0A068VXR1_PROFF
649_NarI,Propionibacterium sp. | tr|A0A7C6ME83|A0A7C6ME83_9ACTN
650_NarI,Propionibacterium sp. | tr|A0A7X7JXS7|A0A7X7JXS7_9ACTN
651_NarI,Propionibacterium sp. | tr|A0A7X7XMD2|A0A7X7XMD2_9ACTN
652_NarI,Propionibacterium sp. | tr|A0A7X9LAP3|A0A7X9LAP3_9ACTN
653_NarI,Propionibacterium sp. oral taxon 192 str. F0372 | 1203605.HMPREF1531_02294
654_NarI,Propioniciclava sp. MC1595 | tr|A0A839IXP5|A0A839IXP5_9ACTN
655_NarI,Propioniciclava tarda | tr|A0A4Q9KI47|A0A4Q9KI47_PROTD
656_NarI,Propionimicrobium sp. BV2F7 | 1111131.HMPREF1255_1635
657_NarI,Raineyella sp. CBA3103 | tr|A0A5Q2FDG1|A0A5Q2FDG1_9ACTN
658_NarI,Tessaracoccus antarcticus | tr|A0A3M0GF23|A0A3M0GF23_9ACTN
659_NarI,Tessaracoccus defluvii | tr|A0A7H0H6D4|A0A7H0H6D4_9ACTN
660_NarI,Tessaracoccus rhinocerotis | tr|A0A553JWS6|A0A553JWS6_9ACTN
661_NarI,Tessaracoccus sp. J1M15 | tr|A0A8F6UE65|A0A8F6UE65_9ACTN
662_NarI,Tessaracoccus sp. MC1679 | tr|A0A7W4H0A9|A0A7W4H0A9_9ACTN
663_NarI,Tessaracoccus sp. MC1865 | tr|A0A839IFH4|A0A839IFH4_9ACTN
664_NarI,Tessaracoccus sp. OH4464_COT-324 | tr|A0A3P1WLF7|A0A3P1WLF7_9ACTN
665_NarI,Pseudonocardiales | tr|A0A2W6CZG0|A0A2W6CZG0_9PSEU
666_NarI,Pseudonocardiales | tr|A0A7V8YKU6|A0A7V8YKU6_9PSEU
667_NarI,Pseudonocardiales | tr|A0A7V9FRK5|A0A7V9FRK5_9PSEU
668_NarI,Pseudonocardiaceae | tr|A0A431NKI2|A0A431NKI2_9PSEU
669_NarI,Pseudonocardiaceae | tr|A0A7J9XQD5|A0A7J9XQD5_9PSEU
670_NarI,Actinokineospora enzanensis DSM 44649 | 1120934.KB894403_gene150
671_NarI,Actinokineospora enzanensis DSM 44649 | 1120934.KB894405_gene5590
672_NarI,Actinophytocola sp. | tr|A0A6N7H8Q6|A0A6N7H8Q6_9PSEU
673_NarI,Actinophytocola sp. | tr|A0A6N7HQF9|A0A6N7HQF9_9PSEU
674_NarI,Actinophytocola sp. | tr|A0A6N7HQG5|A0A6N7HQG5_9PSEU
675_NarI,Actinosynnema mirum DSM 43827 | 446462.Amir_2037
676_NarI,Amycolatopsis alba | tr|A0A229S2T3|A0A229S2T3_9PSEU
677_NarI,Amycolatopsis alkalitolerans | tr|A0A5C4LQ81|A0A5C4LQ81_9PSEU
678_NarI,Amycolatopsis alkalitolerans | tr|A0A5C4LWI6|A0A5C4LWI6_9PSEU
679_NarI,Amycolatopsis benzoatilytica AK 16/65 | 1089544.KB912942_gene1531
680_NarI,Amycolatopsis dendrobii | tr|A0A7W3ZFZ5|A0A7W3ZFZ5_9PSEU
681_NarI,Amycolatopsis nigrescens CSC17Ta-90 | 1068980.ARVW01000001_gene1701
682_NarI,Amycolatopsis orientalis DSM 40040 = KCTC 9412 | 1125971.ASJB01000057_gene5307
683_NarI,Amycolatopsis orientalis DSM 40040 = KCTC 9412 | 1125971.ASJB01000074_gene38
684_NarI,Amycolatopsis pithecellobii | tr|A0A6N7YNP9|A0A6N7YNP9_9PSEU
685_NarI,Amycolatopsis rhizosphaerae | tr|A0A558CRX9|A0A558CRX9_9PSEU
686_NarI,Amycolatopsis sp. FDAARGOS 1241 | tr|A0A892NH34|A0A892NH34_9PSEU
687_NarI,Amycolatopsis thailandensis | tr|A0A229RLG4|A0A229RLG4_9PSEU
688_NarI,Kibdelosporangium aridum | tr|A0A428ZAR7|A0A428ZAR7_KIBAR
689_NarI,Kibdelosporangium aridum | tr|A0A428ZKC7|A0A428ZKC7_KIBAR
690_NarI,Kutzneria sp. 744 | 345341.KUTG_09489
691_NarI,Lentzea aerocolonigenes | 68170.KL590521_gene9191
692_NarI,Lentzea aerocolonigenes | 68170.KL590521_gene9197
693_NarI,Lentzea alba | tr|A0A7C9RUE9|A0A7C9RUE9_9PSEU
694_NarI,Pseudonocardia acaciae DSM 45401 | 1123023.JIAI01000003_gene3084
695_NarI,Pseudonocardia asaccharolytica DSM 44247 = NBRC 16224 | 1123024.AUII01000016_gene1247
696_NarI,Pseudonocardia asaccharolytica DSM 44247 = NBRC 16224 | 1123024.AUII01000046_gene3925
697_NarI,Pseudonocardia autotrophica | 2074.JNYD01000002_gene5539
698_NarI,Pseudonocardia bannensis | tr|A0A848DEW8|A0A848DEW8_9PSEU
699_NarI,Pseudonocardia dioxanivorans CB1190 | 675635.Psed_4303
700_NarI,Pseudonocardia sp. | tr|A0A8I1PFE1|A0A8I1PFE1_9PSEU
701_NarI,Saccharomonospora azurea SZMC 14600 | 1114959.SZMC14600_06515
702_NarI,Saccharomonospora marina XMU15 | 882083.SacmaDRAFT_2602
703_NarI,Saccharomonospora xinjiangensis XJ-54 | 882086.SacxiDRAFT_3555
704_NarI,Saccharopolyspora elongata | tr|A0A4R4YGL3|A0A4R4YGL3_9PSEU
705_NarI,Saccharopolyspora elongata | tr|A0A4R4Z8W5|A0A4R4Z8W5_9PSEU
706_NarI,Saccharopolyspora erythraea NRRL 2338 | 405948.SACE_4067
707_NarI,Saccharopolyspora hirsuta | tr|A0A5M7CFE8|A0A5M7CFE8_SACHI
708_NarI,Saccharopolyspora sp. ASAGF58 | tr|A0A6H1REE7|A0A6H1REE7_9PSEU
709_NarI,Saccharopolyspora spinosa NRRL 18395 | 994479.GL877878_gene1920
710_NarI,Saccharopolyspora spinosa NRRL 18395 | 994479.GL877879_gene4888
711_NarI,Saccharopolyspora spinosa NRRL 18395 | 994479.GL877879_gene4889
712_NarI,Saccharothrix algeriensis | tr|A0A8A9B7K1|A0A8A9B7K1_9PSEU
713_NarI,Saccharothrix sp. NRRL B-16314 | 1463825.JNXC01000008_gene1266
714_NarI,Saccharothrix sp. NRRL B-16314 | 1463825.JNXC01000008_gene1273
715_NarI,Saccharothrix syringae | 103733.JNYO01000008_gene5523
716_NarI,Sciscionella sp. SE31 | 1445613.JALM01000004_gene4611
717_NarI,Sporichthya polymorpha DSM 43042 | 1048339.KB913029_gene2537
718_NarI,Streptomyces sp. CNH099 | 1137269.AZWL01000001_gene5961
719_NarI,Streptomyces sp. CNH099 | 1137269.AZWL01000020_gene2547
720_NarI,Streptomycetaceae | tr|A0A7Y5UE86|A0A7Y5UE86_9ACTN
721_NarI,Streptomycetaceae | tr|A0A7Y6E0H1|A0A7Y6E0H1_9ACTN
722_NarI,Embleya scabrispora DSM 41855 | 1123320.KB889561_gene4574
723_NarI,Embleya scabrispora DSM 41855 | 1123320.KB889666_gene3159
724_NarI,Kitasatospora arboriphila | 258052.JNYV01000003_gene4739
725_NarI,Streptacidiphilus jiangxiensis | 235985.BBPN01000013_gene6665
726_NarI,Streptacidiphilus oryzae TH49 | 1449353.JQMQ01000005_gene928
727_NarI,Streptacidiphilus pinicola | tr|A0A2X0J7A5|A0A2X0J7A5_9ACTN
728_NarI,Streptacidiphilus rugosus AM-16 | 981369.JQMJ01000004_gene6412
729_NarI,Streptacidiphilus rugosus AM-16 | 981369.JQMJ01000004_gene6416
730_NarI,Streptomyces acidiscabies 84-104 | 1116232.AHBF01000163_gene5897
731_NarI,Streptomyces adustus | tr|A0A5N8V8I3|A0A5N8V8I3_9ACTN
732_NarI,Streptomyces adustus | tr|A0A5N8VBL4|A0A5N8VBL4_9ACTN
733_NarI,Streptomyces alboflavus | 67267.JNXT01000040_gene4668
734_NarI,Streptomyces alboflavus | 67267.JNXT01000058_gene7645
735_NarI,Streptomyces alboflavus | 67267.JNXT01000058_gene7649
736_NarI,Streptomyces albulus | 68570.DC74_7955
737_NarI,Streptomyces albus J1074 | 457425.XNR_0415
738_NarI,Streptomyces albus J1074 | 457425.XNR_4341
739_NarI,Streptomyces albus subsp. albus | 67257.JODR01000002_gene1204
740_NarI,Streptomyces albus subsp. albus | 67257.JODR01000002_gene1208
741_NarI,Streptomyces albus subsp. albus | 67257.JODR01000018_gene4225
742_NarI,Streptomyces aureocirculatus | 67275.JOAP01000011_gene5243
743_NarI,Streptomyces aureocirculatus | 67275.JOAP01000011_gene5247
744_NarI,Streptomyces aureocirculatus | 67275.JOAP01000051_gene969
745_NarI,Streptomyces avermitilis MA-4680 = NBRC 14893 | 227882.SAV_3465
746_NarI,Streptomyces bicolor | 66874.JOFS01000001_gene792
747_NarI,Streptomyces bicolor | 66874.JOFS01000023_gene1555
748_NarI,Streptomyces bingchenggensis BCW-1 | 749414.SBI_07964
749_NarI,Streptomyces buecherae | tr|A0A7G8KH94|A0A7G8KH94_9ACTN
750_NarI,Streptomyces buecherae | tr|A0A7H8N2M3|A0A7H8N2M3_9ACTN
751_NarI,Streptomyces buecherae | tr|A0A7H8N6B5|A0A7H8N6B5_9ACTN
752_NarI,Streptomyces carminius | tr|A0A2M8LTN3|A0A2M8LTN3_9ACTN
753_NarI,Streptomyces catenulae | 66875.JODY01000009_gene2082
754_NarI,Streptomyces cattleya NRRL 8057 = DSM 46488 | 1003195.SCAT_5577
755_NarI,Streptomyces celluloflavus | 58344.JOEL01000012_gene2648
756_NarI,Streptomyces celluloflavus | 58344.JOEL01000023_gene1120
757_NarI,Streptomyces chartreusis NRRL 12338 | 1079986.JH164842_gene6004
758_NarI,Streptomyces chartreusis | tr|A0A8E3TH26|A0A8E3TH26_STRCX
759_NarI,Streptomyces coelicolor A3(2) | 100226.SCO0219
760_NarI,Streptomyces coelicolor A3(2) | 100226.SCO0518
761_NarI,Streptomyces coelicolor A3(2) | 100226.SCO4795
762_NarI,Streptomyces coelicolor A3(2) | 100226.SCO4950
763_NarI,Streptomyces coelicolor A3(2) | 100226.SCO6532
764_NarI,Streptomyces cyaneochromogenes | tr|A0A3Q9ET84|A0A3Q9ET84_9ACTN
765_NarI,Streptomyces davaonensis JCM 4913 | 1214101.BN159_1903
766_NarI,Streptomyces davaonensis JCM 4913 | 1214101.BN159_3620
767_NarI,Streptomyces diacarni | tr|A0A367EUK4|A0A367EUK4_9ACTN
768_NarI,Streptomyces durhamensis | 68194.JNXR01000015_gene7994
769_NarI,Streptomyces durhamensis | 68194.JNXR01000027_gene1513
770_NarI,Streptomyces ferrugineus | tr|A0A7M2SCJ8|A0A7M2SCJ8_9ACTN
771_NarI,Streptomyces finlayi | tr|A0A7G7BG42|A0A7G7BG42_9ACTN
772_NarI,Streptomyces finlayi | tr|A0A7G7BG49|A0A7G7BG49_9ACTN
773_NarI,Streptomyces flavochromogenes | 68199.JNZO01000013_gene4105
774_NarI,Streptomyces flavovariabilis | 284031.JNXD01000002_gene6179
775_NarI,Streptomyces fradiae | 1906.SFRA_23600
776_NarI,Streptomyces fradiae | 1906.SFRA_23670
777_NarI,Streptomyces fulvoviolaceus | 285535.JOEY01000005_gene7873
778_NarI,Streptomyces fulvoviolaceus | 285535.JOEY01000026_gene9116
779_NarI,Streptomyces griseoaurantiacus M045 | 996637.SGM_3083
780_NarI,Streptomyces griseoaurantiacus M045 | 996637.SGM_6459
781_NarI,Streptomyces griseoaurantiacus M045 | 996637.SGM_6474
782_NarI,Streptomyces griseoflavus Tu4000 | 467200.ACFA01000024_gene5589
783_NarI,Streptomyces griseoflavus Tu4000 | 467200.ACFA01000080_gene6307
784_NarI,Streptomyces griseofuscus | 146922.JOFU01000016_gene3187
785_NarI,Streptomyces griseofuscus | 146922.JOFU01000048_gene4967
786_NarI,Streptomyces halstedii | tr|A0A6N9U2N9|A0A6N9U2N9_STRHA
787_NarI,Streptomyces hokutonensis | 1306990.BARG01000014_gene1279
788_NarI,Streptomyces hoynatensis | tr|A0A3A9Z7P5|A0A3A9Z7P5_9ACTN
789_NarI,Streptomyces iakyrus | 68219.JNXI01000016_gene6932
790_NarI,Streptomyces ipomoeae | tr|L1KU71|L1KU71_9ACTN
791_NarI,Streptomyces kanamyceticus | tr|Q1EQU1|Q1EQU1_STRKN
792_NarI,Streptomyces katrae | 68223.JNZY01000005_gene3869
793_NarI,Streptomyces katrae | 68223.JNZY01000068_gene5826
794_NarI,Streptomyces lavenduligriseus | 67315.JOBD01000027_gene2532
795_NarI,Streptomyces lunaelactis | tr|A0A2R4SX40|A0A2R4SX40_9ACTN
796_NarI,Streptomyces malaysiensis | tr|A0A291T4I4|A0A291T4I4_STRMQ
797_NarI,Streptomyces mesophilus | tr|A0A6G4XPM8|A0A6G4XPM8_9ACTN
798_NarI,Streptomyces mesophilus | tr|A0A6G4XRH9|A0A6G4XRH9_9ACTN
799_NarI,Streptomyces mexicanus | tr|A0A7X1HZM4|A0A7X1HZM4_9ACTN
800_NarI,Streptomyces morookaense (Streptoverticillium morookaense) | tr|A0A7Y7B4C8|A0A7Y7B4C8_STRMO
801_NarI,Streptomyces mutabilis | 67332.FM21_17715
802_NarI,Streptomyces niger | 66373.JOFQ01000001_gene1663
803_NarI,Streptomyces niger | 66373.JOFQ01000003_gene5950
804_NarI,Streptomyces nitrosporeus | tr|A0A5J6FHL5|A0A5J6FHL5_9ACTN
805_NarI,Streptomyces nodosus | tr|A0A0B5DCD2|A0A0B5DCD2_9ACTN
806_NarI,Streptomyces olindensis | 358823.DF19_34655
807_NarI,Streptomyces olivaceus | 47716.JOFH01000023_gene3638
808_NarI,Streptomyces palmae | tr|A0A4Z0FUN7|A0A4Z0FUN7_9ACTN
809_NarI,Streptomyces phyllanthi | tr|A0A5N8W908|A0A5N8W908_9ACTN
810_NarI,Streptomyces populi | tr|A0A2I0SBG2|A0A2I0SBG2_9ACTN
811_NarI,Streptomyces prasinus | tr|A0A5J6HC28|A0A5J6HC28_9ACTN
812_NarI,Streptomyces prasinus | tr|A0A5J6HCY7|A0A5J6HCY7_9ACTN
813_NarI,Streptomyces purpureus KA281 | 1054860.KB913030_gene5705
814_NarI,Streptomyces reniochalinae | tr|A0A367F833|A0A367F833_9ACTN
815_NarI,Streptomyces rimosus | tr|A0A6I6KJU6|A0A6I6KJU6_STRRM
816_NarI,Streptomyces rimosus | tr|A0A8A7JGE2|A0A8A7JGE2_STRRM
817_NarI,Streptomyces rubrogriseus | tr|A0A6G3TM14|A0A6G3TM14_9ACTN
818_NarI,Streptomyces scabiei 87.22 | 680198.SCAB_10781
819_NarI,Streptomyces sclerotialus | 1957.JODX01000018_gene1570
820_NarI,Streptomyces seoulensis | 73044.JNXP01000008_gene3424
821_NarI,Streptomyces shenzhenensis | tr|A0A3M0I6G7|A0A3M0I6G7_9ACTN
822_NarI,Streptomyces sp. 142MFCol3.1 | 1172179.AUKV01000007_gene2964
823_NarI,Streptomyces sp. 142MFCol3.1 | 1172179.AUKV01000007_gene2973
824_NarI,Streptomyces sp. 142MFCol3.1 | 1172179.AUKV01000050_gene6938
825_NarI,Streptomyces sp. 303MFCol5.2 | 1172181.KB911732_gene3950
826_NarI,Streptomyces sp. 351MFTsu5.1 | 1172180.KB911779_gene5394
827_NarI,Streptomyces sp. A1499 | tr|A0A4V3UD38|A0A4V3UD38_9ACTN
828_NarI,Streptomyces sp. Act143 | tr|A0A2U2ZQ08|A0A2U2ZQ08_9ACTN
829_NarI,Streptomyces sp. Act143 | tr|A0A2U3A0C5|A0A2U3A0C5_9ACTN
830_NarI,Streptomyces sp. AgN23 | tr|A0A8A6KKW7|A0A8A6KKW7_9ACTN
831_NarI,Streptomyces sp. Akac8 | tr|A0A4S3GSF1|A0A4S3GSF1_9ACTN
832_NarI,Streptomyces sp. Amel2xE9 | 1157634.KB912951_gene3439
833_NarI,Streptomyces sp. Amel2xE9 | 1157634.KB912966_gene2192
834_NarI,Streptomyces sp. BR123 | tr|A0A7Y8WUE0|A0A7Y8WUE0_9ACTN
835_NarI,Streptomyces sp. C | 253839.SSNG_04715
836_NarI,Streptomyces sp. CB01201 | tr|A0A2M9J8X1|A0A2M9J8X1_9ACTN
837_NarI,Streptomyces sp. CWH03 | tr|A0A6A0AYL5|A0A6A0AYL5_9ACTN
838_NarI,Streptomyces sp. F001 | tr|A0A4Q6IQC2|A0A4Q6IQC2_9ACTN
839_NarI,Streptomyces sp. GS7 | tr|A0A6I6S6D4|A0A6I6S6D4_9ACTN
840_NarI,Streptomyces sp. GXT6 | 711393.AYRX01000008_gene4372
841_NarI,Streptomyces sp. GXT6 | 711393.AYRX01000012_gene3225
842_NarI,Streptomyces sp. GXT6 | 711393.AYRX01000083_gene4716
843_NarI,Streptomyces sp. HIT-DPA4 | tr|A0A6H9UTZ1|A0A6H9UTZ1_9ACTN
844_NarI,Streptomyces sp. HIT-DPA4 | tr|A0A6H9UUH7|A0A6H9UUH7_9ACTN
845_NarI,Streptomyces sp. HIT-DPA4 | tr|A0A6H9V6N5|A0A6H9V6N5_9ACTN
846_NarI,Streptomyces sp. HUCO-GS316 | tr|A0A6G2IMD5|A0A6G2IMD5_9ACTN
847_NarI,Streptomyces sp. HmicA12 | 1156844.KB891842_gene7061
848_NarI,Streptomyces sp. I6 | tr|A0A3N0DDD6|A0A3N0DDD6_9ACTN
849_NarI,Streptomyces sp. IB201691-2A2 | tr|A0A550HEN8|A0A550HEN8_9ACTN
850_NarI,Streptomyces sp. ICC1 | tr|A0A2Z4V0P9|A0A2Z4V0P9_9ACTN
851_NarI,Streptomyces sp. JCM17656 | tr|A0A8E7W6N6|A0A8E7W6N6_9ACTN
852_NarI,Streptomyces sp. KPB2 | tr|A0A3Q8VQ22|A0A3Q8VQ22_9ACTN
853_NarI,Streptomyces sp. LaPpAH-108 | 1155714.KB891987_gene2516
854_NarI,Streptomyces sp. MZ04 | tr|A0A4R9EKL6|A0A4R9EKL6_9ACTN
855_NarI,Streptomyces sp. Mg1 | 465541.ATCJ01000005_gene6778
856_NarI,Streptomyces sp. NRRL B-3428 | 1463820.JOGW01000003_gene7115
857_NarI,Streptomyces sp. NRRL B-3428 | 1463820.JOGW01000008_gene1551
858_NarI,Streptomyces sp. NRRL B-3428 | 1463820.JOGW01000012_gene3911
859_NarI,Streptomyces sp. NRRL F-2580 | 1463841.JOIR01000015_gene6506
860_NarI,Streptomyces sp. NRRL F-5008 | 1463853.JOHW01000009_gene445
861_NarI,Streptomyces sp. NRRL F-5008 | 1463853.JOHW01000017_gene5289
862_NarI,Streptomyces sp. NRRL F-5008 | 1463853.JOHW01000046_gene5499
863_NarI,Streptomyces sp. NRRL F-5053 | 1463854.JOHT01000005_gene430
864_NarI,Streptomyces sp. NRRL F-5065 | 1463855.JOHV01000007_gene5157
865_NarI,Streptomyces sp. NRRL F-5065 | 1463855.JOHV01000022_gene3161
866_NarI,Streptomyces sp. NRRL F-5123 | 1463856.JOHY01000005_gene2173
867_NarI,Streptomyces sp. NRRL F-5123 | 1463856.JOHY01000005_gene2177
868_NarI,Streptomyces sp. NRRL F-5126 | 1463857.JOFZ01000003_gene4692
869_NarI,Streptomyces sp. NRRL F-5126 | 1463857.JOFZ01000003_gene4709
870_NarI,Streptomyces sp. NRRL F-5126 | 1463857.JOFZ01000016_gene989
871_NarI,Streptomyces sp. NRRL F-525 | 1463861.JNXE01000005_gene2314
872_NarI,Streptomyces sp. NRRL F-6677 | 1463879.JOHP01000008_gene363
873_NarI,Streptomyces sp. NRRL F-6677 | 1463879.JOHP01000008_gene378
874_NarI,Streptomyces sp. NRRL F-6677 | 1463879.JOHP01000012_gene1029
875_NarI,Streptomyces sp. NRRL F-6677 | 1463879.JOHP01000027_gene4779
876_NarI,Streptomyces sp. NRRL S-149 | 1463885.KL578431_gene6849
877_NarI,Streptomyces sp. NRRL S-149 | 1463885.KL578431_gene6850
878_NarI,Streptomyces sp. NRRL S-237 | 1463895.JODA01000008_gene3701
879_NarI,Streptomyces sp. NRRL S-340 | 1463901.JOIY01000013_gene6074
880_NarI,Streptomyces sp. NRRL S-340 | 1463901.JOIY01000037_gene7037
881_NarI,Streptomyces sp. NRRL S-340 | 1463901.JOIY01000050_gene2507
882_NarI,Streptomyces sp. NRRL S-37 | 1463903.JOIZ01000009_gene4145
883_NarI,Streptomyces sp. NRRL S-474 | 1463909.KL585947_gene5342
884_NarI,Streptomyces sp. NRRL S-646 | 1463917.JODC01000003_gene5781
885_NarI,Streptomyces sp. NRRL S-646 | 1463917.JODC01000007_gene7833
886_NarI,Streptomyces sp. NRRL S-87 | 1463920.JOGB01000016_gene5476
887_NarI,Streptomyces sp. NRRL S-920 | 1463921.JODF01000060_gene1871
888_NarI,Streptomyces sp. NRRL WC-3626 | 1463926.JOCA01000010_gene2248
889_NarI,Streptomyces sp. NRRL WC-3626 | 1463926.JOCA01000025_gene6917
890_NarI,Streptomyces sp. NRRL WC-3626 | 1463926.JOCA01000025_gene6932
891_NarI,Streptomyces sp. NRRL WC-3773 | 1463936.JOJI01000005_gene4150
892_NarI,Streptomyces sp. NRRL WC-3773 | 1463936.JOJI01000024_gene1273
893_NarI,Streptomyces sp. NRRL WC-3773 | 1463936.JOJI01000026_gene3323
894_NarI,Streptomyces sp. NRRL WC-3773 | 1463936.JOJI01000026_gene3327
895_NarI,Streptomyces sp. NTH33 | tr|A0A2W2L2P4|A0A2W2L2P4_9ACTN
896_NarI,Streptomyces sp. P3 | tr|A0A2R4JU29|A0A2R4JU29_9ACTN
897_NarI,Streptomyces sp. P3 | tr|A0A2R4JWF0|A0A2R4JWF0_9ACTN
898_NarI,Streptomyces sp. P3 | tr|A0A2R4JWG9|A0A2R4JWG9_9ACTN
899_NarI,Streptomyces sp. PSKA01 | tr|A0A7X1JBX7|A0A7X1JBX7_9ACTN
900_NarI,Streptomyces sp. PsTaAH-124 | 1157638.KB892158_gene5360
901_NarI,Streptomyces sp. PsTaAH-124 | 1157638.KB892180_gene3988
902_NarI,Streptomyces sp. PsTaAH-124 | 1157638.KB892191_gene5086
903_NarI,Streptomyces sp. RP5T | tr|A0A3R8RTF2|A0A3R8RTF2_9ACTN
904_NarI,Streptomyces sp. RP5T | tr|A0A426UMU8|A0A426UMU8_9ACTN
905_NarI,Streptomyces sp. Ru73 | tr|A0A2S4XL71|A0A2S4XL71_9ACTN
906_NarI,Streptomyces sp. SCUT-3 | tr|A0A7L7MH03|A0A7L7MH03_9ACTN
907_NarI,Streptomyces sp. SDr-06 | tr|A0A367HLJ4|A0A367HLJ4_9ACTN
908_NarI,Streptomyces sp. SID10815 | tr|A0A6B2VD38|A0A6B2VD38_9ACTN
909_NarI,Streptomyces sp. SID12501 | tr|A0A6B3BGM5|A0A6B3BGM5_9ACTN
910_NarI,Streptomyces sp. SID2888 | tr|A0A7K2WB70|A0A7K2WB70_9ACTN
911_NarI,Streptomyces sp. SID3343 | tr|A0A7K2YRU4|A0A7K2YRU4_9ACTN
912_NarI,Streptomyces sp. SID3343 | tr|A0A7K2YZR3|A0A7K2YZR3_9ACTN
913_NarI,Streptomyces sp. SID5471 | tr|A0A7K2R5G9|A0A7K2R5G9_9ACTN
914_NarI,Streptomyces sp. SID5475 | tr|A0A7K3H8I8|A0A7K3H8I8_9ACTN
915_NarI,Streptomyces sp. SID9913 | tr|A0A6B3DJH0|A0A6B3DJH0_9ACTN
916_NarI,Streptomyces sp. SYP-A7193 | tr|A0A5P9WDP4|A0A5P9WDP4_9ACTN
917_NarI,Streptomyces sp. TAA040 | 1288083.AUKR01000003_gene3672
918_NarI,Streptomyces sp. URHA0041 | 1380346.JNIH01000024_gene4489
919_NarI,Streptomyces sp. WAC 01325 | tr|A0A429BFW7|A0A429BFW7_9ACTN
920_NarI,Streptomyces sp. WAC 01420 | tr|A0A428ZGY9|A0A428ZGY9_9ACTN
921_NarI,Streptomyces sp. WAC 01420 | tr|A0A428ZJM8|A0A428ZJM8_9ACTN
922_NarI,Streptomyces sp. WAC 06725 | tr|A0A429JNP0|A0A429JNP0_9ACTN
923_NarI,Streptomyces sp. WAC 06783 | tr|A0A429ICL7|A0A429ICL7_9ACTN
924_NarI,Streptomyces sp. WAC05292 | tr|A0A429SQR3|A0A429SQR3_9ACTN
925_NarI,Streptomyces sp. WAC05858 | tr|A0A429PX14|A0A429PX14_9ACTN
926_NarI,Streptomyces sp. WAC07061 | tr|A0A429QNW3|A0A429QNW3_9ACTN
927_NarI,Streptomyces sp. WAC07149 | tr|A0A429T2D5|A0A429T2D5_9ACTN
928_NarI,Streptomyces spectabilis | tr|A0A516RJH1|A0A516RJH1_STRST
929_NarI,Streptomyces spectabilis | tr|A0A5P2XBH7|A0A5P2XBH7_STRST
930_NarI,Streptomyces spectabilis | tr|A0A5P2XKM7|A0A5P2XKM7_STRST
931_NarI,Streptomyces spongiicola | tr|A0A388T1H6|A0A388T1H6_9ACTN
932_NarI,Streptomyces sporangiiformans | tr|A0A505D7L0|A0A505D7L0_9ACTN
933_NarI,Streptomyces sulphureus DSM 40104 | 1123321.KB905813_gene836
934_NarI,Streptomyces sulphureus DSM 40104 | 1123321.KB905818_gene4973
935_NarI,Streptomyces sulphureus DSM 40104 | 1123321.KB905821_gene4057
